timestamp,origin,destination,distance_km,duration_traffic_min,duration_normal_min,congestion_level
59:04.2,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,56,36,High
59:14.6,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
59:25.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",10.5,49,29,High
59:35.7,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
59:46.1,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
59:56.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
00:06.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
00:17.4,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
00:27.7,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
00:38.0,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
00:48.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
00:58.7,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
01:09.1,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
01:19.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
01:29.7,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
01:40.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
01:50.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,42,24,High
02:01.0,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",10.7,46,30,High
02:11.4,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
02:21.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
02:32.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
02:42.4,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
02:52.7,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
03:03.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
03:14.0,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
03:24.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
03:34.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
03:45.0,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,42,24,High
03:55.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
04:05.9,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,42,24,High
04:16.3,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
04:26.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
04:37.2,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
04:47.6,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
04:58.0,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",10.5,48,29,High
05:08.6,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
05:19.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
05:29.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
05:40.2,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
05:50.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
06:01.0,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",10.5,49,29,High
06:11.3,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
06:21.6,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
06:31.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
06:42.2,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
06:52.8,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
07:03.1,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
07:13.6,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
07:24.0,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
07:34.4,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
07:44.8,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
07:55.0,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
08:05.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
08:15.7,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
08:26.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
08:36.4,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
08:46.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
08:57.2,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
09:07.5,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
09:17.8,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
09:28.3,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
09:38.6,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
09:49.1,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
09:59.5,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,51,28,High
10:09.8,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
10:20.2,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
10:30.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
10:40.8,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
10:51.1,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
11:01.4,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
11:11.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
11:22.2,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
11:32.5,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
11:42.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
11:53.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
12:03.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,56,36,High
12:14.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,52,28,High
12:24.6,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
12:35.3,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
12:45.8,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
12:56.2,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
13:06.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
13:16.8,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
13:27.1,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
13:37.4,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
13:47.8,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,40,25,High
13:58.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
14:08.6,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,57,40,Moderate
14:19.1,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
14:29.6,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
14:39.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
14:50.3,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
15:01.1,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
15:11.6,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
15:22.1,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",10.5,49,29,High
15:32.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
15:43.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
15:53.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
16:03.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
16:14.4,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,56,36,High
16:24.7,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
16:35.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
16:45.5,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,51,28,High
16:55.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
17:06.4,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,52,28,High
17:16.8,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
17:27.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
17:38.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
17:48.5,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
17:59.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
18:09.4,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
18:19.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
18:31.8,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
18:42.3,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
18:52.7,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
19:03.3,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
19:13.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
19:24.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
19:35.4,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
19:46.0,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,52,28,High
19:56.6,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
20:07.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
20:18.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
20:28.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
20:39.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
20:49.8,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",10.2,50,28,High
21:00.4,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
21:11.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
21:21.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
21:32.5,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,57,40,Moderate
21:43.0,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
21:53.6,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
22:04.1,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
22:15.0,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
22:25.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",10.2,50,28,High
22:36.3,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
22:46.8,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
22:57.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
23:08.2,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
23:18.8,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,52,28,High
23:29.2,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
23:39.9,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,57,40,Moderate
23:50.9,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,57,40,Moderate
24:01.3,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
24:11.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",10.5,50,29,High
24:22.2,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
24:33.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
24:43.6,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
24:54.1,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
25:04.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
25:15.1,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,43,26,High
25:25.6,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
25:36.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
25:46.6,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",29.3,43,43,Low
25:57.3,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,57,40,Moderate
26:07.8,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
26:18.4,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
26:28.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
26:39.2,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
26:49.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
27:00.2,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
27:10.7,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
27:21.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
27:31.7,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,57,40,Moderate
27:42.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
27:52.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
28:02.9,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
28:13.4,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,42,26,High
28:23.7,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
28:34.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
28:44.5,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,42,26,High
28:55.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
29:05.3,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
29:15.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
29:26.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
29:36.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
29:46.8,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,51,28,High
29:57.3,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
30:07.7,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
30:18.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",29.3,43,43,Low
30:28.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
30:39.1,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
30:49.6,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
31:00.1,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,51,28,High
31:10.6,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
31:21.1,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
31:31.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
31:41.9,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
31:52.3,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
32:02.8,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
32:13.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,57,40,Moderate
32:23.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
32:34.3,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
32:44.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
32:55.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.4,22,14,High
33:05.9,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
33:16.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
33:26.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
33:37.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
33:48.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
33:58.5,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
34:09.4,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,51,28,High
34:19.8,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
34:30.4,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
34:40.8,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
34:51.4,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,10,6,High
35:01.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
35:12.4,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
35:23.3,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
35:34.2,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
35:44.7,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
35:55.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",29.3,43,43,Low
36:06.0,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
36:16.8,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
36:27.3,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
36:37.9,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
36:48.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
36:59.1,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,20,12,High
37:09.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
37:20.2,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
37:30.8,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,51,28,High
37:41.7,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
37:52.3,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
38:03.0,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
38:13.5,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,37,25,Moderate
38:24.2,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
38:34.8,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
38:45.5,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
38:56.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,37,25,Moderate
39:06.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,37,25,Moderate
39:17.5,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
39:28.4,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
39:39.1,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,42,26,High
39:49.7,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
40:00.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
40:10.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.3,20,12,High
40:21.5,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
40:31.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
40:42.5,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
40:53.0,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,18,10,High
41:03.5,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.4,22,14,High
41:14.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
41:24.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,37,25,Moderate
41:35.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,51,28,High
41:45.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,51,28,High
41:56.5,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
42:07.0,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
42:17.8,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",29.3,43,43,Low
42:28.6,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
42:39.1,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
42:49.9,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
43:00.4,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",29.3,43,43,Low
43:11.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,24,15,High
43:21.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,37,25,Moderate
43:32.2,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,24,15,High
43:42.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
43:53.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
44:04.2,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.4,21,14,High
44:14.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
44:25.2,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
44:35.8,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,41,26,High
44:46.4,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
44:57.2,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,57,40,Moderate
45:07.8,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,51,28,High
